date,ticker,open,high,low,close,adj_close,volume
2025-01-02,AZN.L,10406.0,10650.0,10314.0,10630.0,10626.646484375,2588002
2025-01-03,AZN.L,10656.0,10786.0,10528.0,10594.0,10590.658203125,2879413
2025-01-06,AZN.L,10552.0,10730.0,10552.0,10712.0,10708.6201171875,2451616
2025-01-07,AZN.L,10598.0,10714.0,10526.0,10668.0,10664.6337890625,2763990
2025-01-08,AZN.L,10664.0,10768.0,10496.0,10754.0,10750.607421875,1222394
2025-01-09,AZN.L,10806.0,11000.0,10778.0,10988.0,10984.533203125,2841197
2025-01-10,AZN.L,10980.0,11008.0,10900.0,10982.0,10978.53515625,3061815
2025-01-13,AZN.L,10900.0,10936.0,10794.0,10822.0,10818.5859375,3953891
2025-01-14,AZN.L,10768.0,10826.0,10586.0,10630.0,10626.646484375,3903004
2025-01-15,AZN.L,10628.0,10674.0,10577.4775390625,10648.0,10644.640625,1861443
2025-01-16,AZN.L,10728.0,10844.0,10722.0,10844.0,10840.578125,1140265
2025-01-17,AZN.L,10950.0,11122.0,10910.0,10938.0,10934.548828125,2895289
2025-01-20,AZN.L,10942.0,10984.0,10794.0,10794.0,10790.5947265625,1013433
2025-01-21,AZN.L,10832.0,11052.0,10790.0,11052.0,11048.5126953125,1327333
2025-01-22,AZN.L,11010.0,11098.0,10948.0,11040.0,11036.517578125,1999147
2025-01-23,AZN.L,11098.0,11156.0,11034.0,11046.0,11042.5146484375,3383647
2025-01-24,AZN.L,11106.0,11138.0,11022.0,11050.0,11046.513671875,1374874
2025-01-27,AZN.L,11070.0,11214.0,11028.0,11180.0,11176.47265625,1228179
2025-01-28,AZN.L,11194.0,11288.0,11134.0,11170.0,11166.4755859375,6515272
2025-01-29,AZN.L,11132.0,11326.0,11120.0,11232.0,11228.455078125,1703695
2025-01-30,AZN.L,11242.0,11330.0,11156.0,11314.0,11310.4296875,3102211
2025-01-31,AZN.L,11422.0,11438.0,11312.6767578125,11344.0,11340.4208984375,2934215
2025-01-02,HSBA.L,777.0,785.0999755859375,768.3699951171875,783.4000244140625,782.7380981445312,22903622
2025-01-03,HSBA.L,775.5,787.2999877929688,775.5,782.2999877929688,781.6390380859375,22045530
2025-01-06,HSBA.L,781.7999877929688,786.0999755859375,780.0999755859375,784.5,783.8372192382812,20891733
2025-01-07,HSBA.L,774.5,776.9099731445312,767.0,776.0,775.3444213867188,19327480
2025-01-08,HSBA.L,782.7000122070312,792.427001953125,781.4000244140625,791.2000122070312,790.5315551757812,23420002
2025-01-09,HSBA.L,794.0999755859375,802.5,790.0999755859375,802.5,801.8220825195312,61105458
2025-01-10,HSBA.L,800.5999755859375,802.9000244140625,790.2999877929688,799.0999755859375,798.4248657226562,18662771
2025-01-13,HSBA.L,794.5999755859375,799.5,788.4000244140625,798.2999877929688,797.6256103515625,36198140
2025-01-14,HSBA.L,799.9000244140625,802.5,794.5999755859375,799.2000122070312,798.5248413085938,20760701
2025-01-15,HSBA.L,796.9000244140625,809.9000244140625,796.4000244140625,804.4000244140625,803.7203369140625,24509644
2025-01-16,HSBA.L,815.7999877929688,822.4000244140625,810.7999877929688,817.7999877929688,817.1090698242188,24013907
2025-01-17,HSBA.L,820.5,828.2999877929688,818.5,822.7000122070312,822.0050048828125,31916347
2025-01-20,HSBA.L,825.0,828.5999755859375,823.6900024414062,825.2999877929688,824.602783203125,22745957
2025-01-21,HSBA.L,827.2999877929688,829.2000122070312,823.7999877929688,825.5,824.8026733398438,15984094
2025-01-22,HSBA.L,827.9000244140625,828.5,821.0999755859375,823.0,822.3047485351562,14599008
2025-01-23,HSBA.L,821.0,829.5,820.9000244140625,829.2999877929688,828.5994262695312,20377732
2025-01-24,HSBA.L,829.0,829.4000244140625,815.4000244140625,818.0,817.3089599609375,39775138
2025-01-27,HSBA.L,819.2000122070312,827.9000244140625,818.0999755859375,824.5,823.803466796875,17558628
2025-01-28,HSBA.L,824.7999877929688,827.0,817.7000122070312,824.2000122070312,823.5037231445312,19402631
2025-01-29,HSBA.L,825.4000244140625,835.7999877929688,823.7000122070312,835.7999877929688,835.0939331054688,19831233
2025-01-30,HSBA.L,835.5,840.2000122070312,831.5,840.2000122070312,839.490234375,10693432
2025-01-31,HSBA.L,843.4000244140625,849.7999877929688,841.5,845.7000122070312,844.9855346679688,31734396
2025-01-02,GSK.L,1345.0,1370.0,1342.0,1361.5,1360.6865234375,4493694
2025-01-03,GSK.L,1363.5,1368.0,1337.5,1340.0,1339.19921875,3512906
2025-01-06,GSK.L,1339.0,1349.5,1326.0,1349.5,1348.693603515625,15496097
2025-01-07,GSK.L,1347.0,1366.5,1336.5,1357.5,1356.6888427734375,5802616
2025-01-08,GSK.L,1356.5,1362.5,1342.5,1360.0,1359.187255859375,3762536
2025-01-09,GSK.L,1355.0,1361.5,1348.5,1349.5,1348.693603515625,4770209
2025-01-10,GSK.L,1345.0,1357.0,1343.5,1349.5,1348.693603515625,4789106
2025-01-13,GSK.L,1338.0,1342.5,1329.0,1331.0,1330.2047119140625,5573791
2025-01-14,GSK.L,1329.5,1331.5,1289.0,1293.5,1292.72705078125,8300847
2025-01-15,GSK.L,1307.0,1328.0,1304.0,1327.5,1326.7066650390625,7776415
2025-01-16,GSK.L,1332.5,1349.0,1332.0,1348.5,1347.6942138671875,5918138
2025-01-17,GSK.L,1366.0,1376.875,1355.5,1359.0,1358.1878662109375,10274549
2025-01-20,GSK.L,1356.5,1369.31494140625,1352.0,1354.0,1353.19091796875,3752890
2025-01-21,GSK.L,1354.0,1362.5,1347.77197265625,1358.5,1357.6883544921875,4656261
2025-01-22,GSK.L,1359.0,1362.5,1346.385009765625,1355.5,1354.68994140625,3749460
2025-01-23,GSK.L,1353.0,1367.5,1353.0,1363.5,1362.6851806640625,11974199
2025-01-24,GSK.L,1365.0,1370.2049560546875,1353.0,1356.5,1355.689453125,5012275
2025-01-27,GSK.L,1365.0,1406.5350341796875,1365.0,1402.0,1401.162353515625,9362065
2025-01-28,GSK.L,1402.0,1416.0,1387.5,1387.5,1386.6708984375,8877682
2025-01-29,GSK.L,1387.5,1403.0,1379.0,1400.5,1399.6630859375,13830830
2025-01-30,GSK.L,1392.5,1402.0,1382.0,1402.0,1401.162353515625,6672399
2025-01-31,GSK.L,1404.0,1411.0,1399.2049560546875,1405.0,1404.160400390625,13746432
2025-01-02,RIO.L,4769.0,4786.0,4719.15380859375,4764.0,4759.91259765625,1378596
2025-01-03,RIO.L,4753.0,4759.5,4686.0,4698.0,4693.9697265625,1861960
2025-01-06,RIO.L,4690.0,4740.5,4635.5,4713.5,4709.45556640625,9429245
2025-01-07,RIO.L,4642.0,4719.5,4628.5,4665.5,4661.4970703125,1996022
2025-01-08,RIO.L,4672.0,4721.5,4644.5,4721.5,4717.44921875,1579174
2025-01-09,RIO.L,4747.5,4855.0390625,4744.0,4806.0,4801.87646484375,1686370
2025-01-10,RIO.L,4850.5,4861.0,4810.0,4818.0,4813.86669921875,1265914
2025-01-13,RIO.L,4811.0,4897.5,4810.0,4885.0,4880.80859375,3145836
2025-01-14,RIO.L,4935.0,4978.0,4905.0,4918.0,4913.7802734375,3059642
2025-01-15,RIO.L,4933.5,4958.0,4926.5,4934.0,4929.7666015625,1954920
2025-01-16,RIO.L,4985.0,5028.10009765625,4917.5,4931.5,4927.26904296875,3073834
2025-01-17,RIO.L,4988.5,5055.0,4969.0,5041.0,5036.67529296875,4139375
2025-01-20,RIO.L,5015.0,5113.0,4991.0,5091.0,5086.63232421875,2680059
2025-01-21,RIO.L,5066.0,5090.0,5014.0,5023.0,5018.6904296875,2002448
2025-01-22,RIO.L,4997.5,5033.0,4967.5,5001.0,4996.70947265625,7243403
2025-01-23,RIO.L,4951.0,4973.6298828125,4925.5,4947.5,4943.2548828125,1965958
2025-01-24,RIO.L,5029.0,5082.0,4987.0,4987.0,4982.72119140625,2250164
2025-01-27,RIO.L,4922.0,4940.5,4879.0,4899.5,4895.296875,1636176
2025-01-28,RIO.L,4903.0,4906.5,4813.0,4813.0,4808.87060546875,5040415
2025-01-29,RIO.L,4796.5,4845.0,4783.0,4845.0,4840.84326171875,1806415
2025-01-30,RIO.L,4827.0,4885.0,4814.0,4861.0,4856.82958984375,1964538
2025-01-31,RIO.L,4885.0,4908.5,4854.5,4891.0,4886.8037109375,2169062
2025-01-02,VOD.L,68.30000305175781,69.23999786376953,68.08000183105469,68.87999725341797,68.83326721191406,38313245
2025-01-03,VOD.L,69.13999938964844,69.69999694824219,68.62000274658203,68.62000274658203,68.57344818115234,117786934
2025-01-06,VOD.L,68.31999969482422,68.72000122070312,67.86000061035156,68.0,67.95386505126953,61929699
2025-01-07,VOD.L,67.76000213623047,68.18000030517578,66.58000183105469,67.5999984741211,67.55412292480469,71762811
2025-01-08,VOD.L,67.54000091552734,67.69999694824219,66.04000091552734,66.66000366210938,66.6147689819336,95332409
2025-01-09,VOD.L,66.66000366210938,67.12000274658203,66.27999877929688,66.54000091552734,66.4948501586914,64877500
2025-01-10,VOD.L,66.45999908447266,66.66000366210938,65.9800033569336,66.18000030517578,66.13509368896484,81248283
2025-01-13,VOD.L,66.0,67.08000183105469,65.95999908447266,66.94000244140625,66.89459228515625,121833067
2025-01-14,VOD.L,67.33999633789062,67.72000122070312,67.16000366210938,67.4000015258789,67.3542709350586,79663860
2025-01-15,VOD.L,67.77999877929688,69.36000061035156,67.73999786376953,69.16000366210938,69.11308288574219,110691670
2025-01-16,VOD.L,69.44000244140625,69.5199966430664,68.41999816894531,69.5,69.45284271240234,136513773
2025-01-17,VOD.L,69.41999816894531,69.83999633789062,68.9000015258789,69.58000183105469,69.53279113769531,102386823
2025-01-20,VOD.L,69.4800033569336,69.97000122070312,69.36000061035156,69.80000305175781,69.75263977050781,165782198
2025-01-21,VOD.L,69.81999969482422,70.05999755859375,69.22000122070312,69.63999938964844,69.5927505493164,52154874
2025-01-22,VOD.L,68.95999908447266,69.5199966430664,67.80000305175781,68.19999694824219,68.15371704101562,98631972
2025-01-23,VOD.L,68.16000366210938,68.73999786376953,67.79000091552734,68.0999984741211,68.05379486083984,56534381
2025-01-24,VOD.L,68.31999969482422,68.45999908447266,66.86000061035156,67.0,66.95454406738281,59572722
2025-01-27,VOD.L,66.81999969482422,68.87999725341797,66.81999969482422,67.9800033569336,67.93388366699219,47402382
2025-01-28,VOD.L,68.16000366210938,69.12000274658203,67.91999816894531,68.36000061035156,68.3136215209961,62769248
2025-01-29,VOD.L,67.9000015258789,69.05999755859375,67.4000015258789,68.81999969482422,68.77330017089844,56298703
2025-01-30,VOD.L,68.26000213623047,68.87999725341797,67.96900177001953,68.69999694824219,68.65338134765625,39414698
2025-01-31,VOD.L,68.86000061035156,69.0999984741211,68.22000122070312,68.68000030517578,68.6333999633789,45842870
2025-01-02,NG.L,952.4000244140625,963.4000244140625,950.0,960.0,959.3447265625,4098784
2025-01-03,NG.L,959.2000122070312,961.2000122070312,951.2000122070312,951.7999877929688,951.1503295898438,4362089
2025-01-06,NG.L,947.7999877929688,952.0,933.0,942.2000122070312,941.556884765625,6182181
2025-01-07,NG.L,937.7999877929688,945.0,932.0,939.7999877929688,939.1585083007812,4999670
2025-01-08,NG.L,934.7999877929688,938.0,920.1300048828125,932.0,931.3638305664062,5344665
2025-01-09,NG.L,935.5999755859375,942.7999877929688,927.7999877929688,934.7999877929688,934.1619262695312,4260323
2025-01-10,NG.L,932.0,934.5040283203125,912.7999877929688,918.4000244140625,917.7731323242188,6767355
2025-01-13,NG.L,913.7999877929688,925.5999755859375,912.4000244140625,915.7999877929688,915.1749267578125,6573966
2025-01-14,NG.L,916.0,920.0,909.7999877929688,910.7999877929688,910.1782836914062,6611363
2025-01-15,NG.L,924.0,937.4000244140625,919.5999755859375,935.5999755859375,934.9613647460938,8526481
2025-01-16,NG.L,933.5999755859375,949.0,927.0,949.0,948.3522338867188,8107643
2025-01-17,NG.L,968.0,971.7999877929688,958.7670288085938,963.2000122070312,962.5425415039062,11483250
2025-01-20,NG.L,976.2000122070312,981.5999755859375,966.0,966.0,965.3406372070312,6543134
2025-01-21,NG.L,968.4000244140625,980.4000244140625,965.7999877929688,976.7999877929688,976.13330078125,22532886
2025-01-22,NG.L,981.5999755859375,985.010009765625,962.0,963.4000244140625,962.742431640625,7062488
2025-01-23,NG.L,961.5999755859375,970.5999755859375,961.5999755859375,969.7999877929688,969.1380615234375,6897608
